1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407569.056148 cmd_parse_build_commands 0:3 1:2: -X
1773407569.056150 cmd_parse_build_commands 0:3 1:3: scroll-down
1773407569.056152 cmd_parse_build_commands 0:0: select-pane
1773407569.056155 cmd_parse_build_commands 1:0: send
1773407569.056157 cmd_parse_build_commands 1:1: -N5
1773407569.056159 cmd_parse_build_commands 1:2: -X
1773407569.056162 cmd_parse_build_commands 1:3: scroll-down
1773407569.056164 args_parse: flags end at 1 of 1
1773407569.056168 args_parse_flags: next -N5
1773407569.056170 args_parse_flag_argument: -N = 5
1773407569.056172 args_parse_flags: next -X
1773407569.056175 args_parse_flags: -X
1773407569.056177 args_parse_flags: next scroll-down
1773407569.056179 args_parse: flags end at 3 of 4
1773407569.056181 args_parse: 3 = scroll-down (type STRING)
1773407569.056186 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1773407569.056188 args_parse_flags: next -Tcopy-mode
1773407569.056190 args_parse_flag_argument: -T = copy-mode
1773407569.056193 args_parse_flags: next WheelDownPane
1773407569.056195 args_parse: flags end at 2 of 4
1773407569.056197 args_parse: 2 = WheelDownPane (type STRING)
1773407569.056201 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1773407569.056207 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1773407569.056210 cmdq_get_command: [bind-key/0x99d86ca00] group 1665
1773407569.056213 cmdq_append <global>: [bind-key/0x99d86ca00]
1773407569.056215 yylex_token: end at WS
1773407569.056217 yylex_token: bind
1773407569.056220 yylex_token: end at WS
1773407569.056222 yylex_token: -Tcopy-mode
1773407569.056225 yylex_token: end at WS
1773407569.056228 yylex_token: DoubleClick1Pane
1773407569.056230 yylex_token: end at ;
1773407569.056233 yylex_token: select-pane
1773407569.056235 yylex_token: end at WS
1773407569.056237 yylex_token: send
1773407569.056240 yylex_token: end at WS
1773407569.056242 yylex_token: -X
1773407569.056245 yylex_token: end at ;
1773407569.056247 yylex_token: select-word
1773407569.056249 yylex_token: end at WS
1773407569.056251 yylex_token: run
1773407569.056254 yylex_token: end at ;
1773407569.056256 yylex_token: -d0.3
1773407569.056259 yylex_token: end at WS
1773407569.056261 yylex_token: send
1773407569.056263 yylex_token: end at WS
1773407569.056266 yylex_token: -X
1773407569.056269 yylex_token: end at WS
1773407569.056271 yylex_token: copy-pipe-and-cancel
1773407569.056287 cmd_parse_build_commands 0:0: bind
1773407569.056290 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056293 cmd_parse_build_commands 0:2: DoubleClick1Pane
1773407569.056295 cmd_parse_build_commands 0:3 0:0: select-pane
1773407569.056298 cmd_parse_build_commands 0:3 1:0: send
1773407569.056300 cmd_parse_build_commands 0:3 1:1: -X
1773407569.056303 cmd_parse_build_commands 0:3 1:2: select-word
1773407569.056305 cmd_parse_build_commands 0:3 2:0: run
1773407569.056310 cmd_parse_build_commands 0:3 2:1: -d0.3
1773407569.056312 cmd_parse_build_commands 0:3 3:0: send
1773407569.056315 cmd_parse_build_commands 0:3 3:1: -X
1773407569.056317 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1773407569.056320 cmd_parse_build_commands 0:0: select-pane
1773407569.056323 cmd_parse_build_commands 1:0: send
1773407569.056325 cmd_parse_build_commands 1:1: -X
1773407569.056327 cmd_parse_build_commands 1:2: select-word
1773407569.056330 cmd_parse_build_commands 2:0: run
1773407569.056332 cmd_parse_build_commands 2:1: -d0.3
1773407569.056334 cmd_parse_build_commands 3:0: send
1773407569.056336 cmd_parse_build_commands 3:1: -X
1773407569.056339 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1773407569.056342 args_parse: flags end at 1 of 1
1773407569.056345 args_parse_flags: next -X
1773407569.056347 args_parse_flags: -X
1773407569.056350 args_parse_flags: next select-word
1773407569.056352 args_parse: flags end at 2 of 3
1773407569.056354 args_parse: 2 = select-word (type STRING)
1773407569.056358 args_parse_flags: next -d0.3
1773407569.056360 args_parse_flag_argument: -d = 0.3
1773407569.056362 args_parse: flags end at 2 of 2
1773407569.056365 args_parse_flags: next -X
1773407569.056368 args_parse_flags: -X
1773407569.056370 args_parse_flags: next copy-pipe-and-cancel
1773407569.056372 args_parse: flags end at 2 of 3
1773407569.056375 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1773407569.056381 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1773407569.056383 args_parse_flags: next -Tcopy-mode
1773407569.056386 args_parse_flag_argument: -T = copy-mode
1773407569.056388 args_parse_flags: next DoubleClick1Pane
1773407569.056390 args_parse: flags end at 2 of 4
1773407569.056393 args_parse: 2 = DoubleClick1Pane (type STRING)
1773407569.056399 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1773407569.056407 cmd_parse_build_commands: bind-key -T copy-mode DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1773407569.056411 cmdq_get_command: [bind-key/0x99d86cb00] group 1674
1773407569.056415 cmdq_append <global>: [bind-key/0x99d86cb00]
1773407569.056418 yylex_token: end at WS
1773407569.056422 yylex_token: bind
1773407569.056426 yylex_token: end at WS
1773407569.056428 yylex_token: -Tcopy-mode
1773407569.056432 yylex_token: end at WS
1773407569.056434 yylex_token: TripleClick1Pane
1773407569.056437 yylex_token: end at ;
1773407569.056440 yylex_token: select-pane
1773407569.056442 yylex_token: end at WS
1773407569.056446 yylex_token: send
1773407569.056448 yylex_token: end at WS
1773407569.056451 yylex_token: -X
1773407569.056453 yylex_token: end at ;
1773407569.056456 yylex_token: select-line
1773407569.056459 yylex_token: end at WS
1773407569.056462 yylex_token: run
1773407569.056464 yylex_token: end at ;
1773407569.056467 yylex_token: -d0.3
1773407569.056470 yylex_token: end at WS
1773407569.056473 yylex_token: send
1773407569.056475 yylex_token: end at WS
1773407569.056477 yylex_token: -X
1773407569.056480 yylex_token: end at WS
1773407569.056482 yylex_token: copy-pipe-and-cancel
1773407569.056485 cmd_parse_build_commands 0:0: bind
1773407569.056488 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056490 cmd_parse_build_commands 0:2: TripleClick1Pane
1773407569.056493 cmd_parse_build_commands 0:3 0:0: select-pane
1773407569.056496 cmd_parse_build_commands 0:3 1:0: send
1773407569.056498 cmd_parse_build_commands 0:3 1:1: -X
1773407569.056500 cmd_parse_build_commands 0:3 1:2: select-line
1773407569.056502 cmd_parse_build_commands 0:3 2:0: run
1773407569.056506 cmd_parse_build_commands 0:3 2:1: -d0.3
1773407569.056508 cmd_parse_build_commands 0:3 3:0: send
1773407569.056512 cmd_parse_build_commands 0:3 3:1: -X
1773407569.056515 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1773407569.056518 cmd_parse_build_commands 0:0: select-pane
1773407569.056526 cmd_parse_build_commands 1:0: send
1773407569.056529 cmd_parse_build_commands 1:1: -X
1773407569.056532 cmd_parse_build_commands 1:2: select-line
1773407569.056534 cmd_parse_build_commands 2:0: run
1773407569.056537 cmd_parse_build_commands 2:1: -d0.3
1773407569.056539 cmd_parse_build_commands 3:0: send
1773407569.056543 cmd_parse_build_commands 3:1: -X
1773407569.056546 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1773407569.056550 args_parse: flags end at 1 of 1
1773407569.056554 args_parse_flags: next -X
1773407569.056557 args_parse_flags: -X
1773407569.056560 args_parse_flags: next select-line
1773407569.056563 args_parse: flags end at 2 of 3
1773407569.056566 args_parse: 2 = select-line (type STRING)
1773407569.056570 args_parse_flags: next -d0.3
1773407569.056573 args_parse_flag_argument: -d = 0.3
1773407569.056577 args_parse: flags end at 2 of 2
1773407569.056581 args_parse_flags: next -X
1773407569.056584 args_parse_flags: -X
1773407569.056587 args_parse_flags: next copy-pipe-and-cancel
1773407569.056590 args_parse: flags end at 2 of 3
1773407569.056593 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1773407569.056600 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1773407569.056604 args_parse_flags: next -Tcopy-mode
1773407569.056607 args_parse_flag_argument: -T = copy-mode
1773407569.056609 args_parse_flags: next TripleClick1Pane
1773407569.056611 args_parse: flags end at 2 of 4
1773407569.056614 args_parse: 2 = TripleClick1Pane (type STRING)
1773407569.056619 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1773407569.056627 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1773407569.056630 cmdq_get_command: [bind-key/0x99d86cc00] group 1685
1773407569.056632 cmdq_append <global>: [bind-key/0x99d86cc00]
1773407569.056635 yylex_token: end at WS
1773407569.056637 yylex_token: bind
1773407569.056640 yylex_token: end at WS
1773407569.056642 yylex_token: -Tcopy-mode
1773407569.056645 yylex_token: end at WS
1773407569.056647 yylex_token: NPage
1773407569.056649 yylex_token: end at WS
1773407569.056651 yylex_token: send
1773407569.056654 yylex_token: end at WS
1773407569.056656 yylex_token: -X
1773407569.056659 yylex_token: end at WS
1773407569.056661 yylex_token: page-down
1773407569.056663 cmd_parse_build_commands 0:0: bind
1773407569.056666 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056668 cmd_parse_build_commands 0:2: NPage
1773407569.056671 cmd_parse_build_commands 0:3 0:0: send
1773407569.056673 cmd_parse_build_commands 0:3 0:1: -X
1773407569.056675 cmd_parse_build_commands 0:3 0:2: page-down
1773407569.056678 cmd_parse_build_commands 0:0: send
1773407569.056680 cmd_parse_build_commands 0:1: -X
1773407569.056682 cmd_parse_build_commands 0:2: page-down
1773407569.056685 args_parse_flags: next -X
1773407569.056688 args_parse_flags: -X
1773407569.056690 args_parse_flags: next page-down
1773407569.056692 args_parse: flags end at 2 of 3
1773407569.056695 args_parse: 2 = page-down (type STRING)
1773407569.056698 cmd_parse_build_commands: send-keys -X page-down
1773407569.056700 args_parse_flags: next -Tcopy-mode
1773407569.056703 args_parse_flag_argument: -T = copy-mode
1773407569.056705 args_parse_flags: next NPage
1773407569.056707 args_parse: flags end at 2 of 4
1773407569.056710 args_parse: 2 = NPage (type STRING)
1773407569.056713 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1773407569.056718 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1773407569.056721 cmdq_get_command: [bind-key/0x99d86cd00] group 1696
1773407569.056724 cmdq_append <global>: [bind-key/0x99d86cd00]
1773407569.056726 yylex_token: end at WS
1773407569.056728 yylex_token: bind
1773407569.056731 yylex_token: end at WS
1773407569.056733 yylex_token: -Tcopy-mode
1773407569.056736 yylex_token: end at WS
1773407569.056744 yylex_token: PPage
1773407569.056746 yylex_token: end at WS
1773407569.056748 yylex_token: send
1773407569.056751 yylex_token: end at WS
1773407569.056753 yylex_token: -X
1773407569.056756 yylex_token: end at WS
1773407569.056758 yylex_token: page-up
1773407569.056761 cmd_parse_build_commands 0:0: bind
1773407569.056763 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056766 cmd_parse_build_commands 0:2: PPage
1773407569.056768 cmd_parse_build_commands 0:3 0:0: send
1773407569.056771 cmd_parse_build_commands 0:3 0:1: -X
1773407569.056773 cmd_parse_build_commands 0:3 0:2: page-up
1773407569.056776 cmd_parse_build_commands 0:0: send
1773407569.056778 cmd_parse_build_commands 0:1: -X
1773407569.056781 cmd_parse_build_commands 0:2: page-up
1773407569.056784 args_parse_flags: next -X
1773407569.056786 args_parse_flags: -X
1773407569.056788 args_parse_flags: next page-up
1773407569.056791 args_parse: flags end at 2 of 3
1773407569.056793 args_parse: 2 = page-up (type STRING)
1773407569.056796 cmd_parse_build_commands: send-keys -X page-up
1773407569.056799 args_parse_flags: next -Tcopy-mode
1773407569.056801 args_parse_flag_argument: -T = copy-mode
1773407569.056803 args_parse_flags: next PPage
1773407569.056806 args_parse: flags end at 2 of 4
1773407569.056808 args_parse: 2 = PPage (type STRING)
1773407569.056811 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1773407569.056817 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1773407569.056819 cmdq_get_command: [bind-key/0x99d86ce00] group 1704
1773407569.056822 cmdq_append <global>: [bind-key/0x99d86ce00]
1773407569.056824 yylex_token: end at WS
1773407569.056827 yylex_token: bind
1773407569.056829 yylex_token: end at WS
1773407569.056832 yylex_token: -Tcopy-mode
1773407569.056834 yylex_token: end at WS
1773407569.056836 yylex_token: Up
1773407569.056838 yylex_token: end at WS
1773407569.056841 yylex_token: send
1773407569.056843 yylex_token: end at WS
1773407569.056845 yylex_token: -X
1773407569.056848 yylex_token: end at WS
1773407569.056850 yylex_token: cursor-up
1773407569.056852 cmd_parse_build_commands 0:0: bind
1773407569.056855 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056857 cmd_parse_build_commands 0:2: Up
1773407569.056860 cmd_parse_build_commands 0:3 0:0: send
1773407569.056862 cmd_parse_build_commands 0:3 0:1: -X
1773407569.056864 cmd_parse_build_commands 0:3 0:2: cursor-up
1773407569.056867 cmd_parse_build_commands 0:0: send
1773407569.056869 cmd_parse_build_commands 0:1: -X
1773407569.056871 cmd_parse_build_commands 0:2: cursor-up
1773407569.056874 args_parse_flags: next -X
1773407569.056877 args_parse_flags: -X
1773407569.056879 args_parse_flags: next cursor-up
1773407569.056881 args_parse: flags end at 2 of 3
1773407569.056883 args_parse: 2 = cursor-up (type STRING)
1773407569.056887 cmd_parse_build_commands: send-keys -X cursor-up
1773407569.056889 args_parse_flags: next -Tcopy-mode
1773407569.056892 args_parse_flag_argument: -T = copy-mode
1773407569.056894 args_parse_flags: next Up
1773407569.056896 args_parse: flags end at 2 of 4
1773407569.056899 args_parse: 2 = Up (type STRING)
1773407569.056902 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1773407569.056907 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1773407569.056910 cmdq_get_command: [bind-key/0x99d86cf00] group 1712
1773407569.056912 cmdq_append <global>: [bind-key/0x99d86cf00]
1773407569.056914 yylex_token: end at WS
1773407569.056917 yylex_token: bind
1773407569.056919 yylex_token: end at WS
1773407569.056922 yylex_token: -Tcopy-mode
1773407569.056924 yylex_token: end at WS
1773407569.056926 yylex_token: Down
1773407569.056929 yylex_token: end at WS
1773407569.056931 yylex_token: send
1773407569.056933 yylex_token: end at WS
1773407569.056935 yylex_token: -X
1773407569.056938 yylex_token: end at WS
1773407569.056940 yylex_token: cursor-down
1773407569.056943 cmd_parse_build_commands 0:0: bind
1773407569.056945 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056947 cmd_parse_build_commands 0:2: Down
1773407569.056953 cmd_parse_build_commands 0:3 0:0: send
1773407569.056955 cmd_parse_build_commands 0:3 0:1: -X
1773407569.056958 cmd_parse_build_commands 0:3 0:2: cursor-down
1773407569.056960 cmd_parse_build_commands 0:0: send
1773407569.056962 cmd_parse_build_commands 0:1: -X
1773407569.056965 cmd_parse_build_commands 0:2: cursor-down
1773407569.056968 args_parse_flags: next -X
1773407569.056970 args_parse_flags: -X
1773407569.056973 args_parse_flags: next cursor-down
1773407569.056975 args_parse: flags end at 2 of 3
1773407569.056977 args_parse: 2 = cursor-down (type STRING)
1773407569.056981 cmd_parse_build_commands: send-keys -X cursor-down
1773407569.056983 args_parse_flags: next -Tcopy-mode
1773407569.056986 args_parse_flag_argument: -T = copy-mode
1773407569.056988 args_parse_flags: next Down
1773407569.056990 args_parse: flags end at 2 of 4
1773407569.056993 args_parse: 2 = Down (type STRING)
1773407569.056996 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1773407569.057002 cmd_parse_build_commands: bind-key -T copy-mode Down { send-keys -X cursor-down }
1773407569.057005 cmdq_get_command: [bind-key/0x99d86d000] group 1720
1773407569.057007 cmdq_append <global>: [bind-key/0x99d86d000]
1773407569.057010 yylex_token: end at WS
1773407569.057012 yylex_token: bind
1773407569.057015 yylex_token: end at WS
1773407569.057017 yylex_token: -Tcopy-mode
1773407569.057019 yylex_token: end at WS
1773407569.057021 yylex_token: Left
1773407569.057024 yylex_token: end at WS
1773407569.057026 yylex_token: send
1773407569.057028 yylex_token: end at WS
1773407569.057030 yylex_token: -X
1773407569.057033 yylex_token: end at WS
1773407569.057036 yylex_token: cursor-left
1773407569.057038 cmd_parse_build_commands 0:0: bind
1773407569.057041 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.057043 cmd_parse_build_commands 0:2: Left
1773407569.057045 cmd_parse_build_commands 0:3 0:0: send
1773407569.057048 cmd_parse_build_commands 0:3 0:1: -X
1773407569.057050 cmd_parse_build_commands 0:3 0:2: cursor-left
1773407569.057053 cmd_parse_build_commands 0:0: send
